DGUID,Alfalfa and alfalfa mixtures (m2),All other tame hay and fodder crops (m2),Barley (m2),Buckwheat (m2),Canary seed (m2),Canola (rapeseed) (m2),Chick peas (m2),Corn for grain (m2),Corn for silage (m2),Dry field peas (m2),Dry white beans (m2),Faba beans (m2),Flaxseed (m2),Forage seed to be harvested for seed (m2),Hemp (m2),Lentils (m2),Mixed grains (m2),Oats (m2),Other dry beans (m2),Other field crops (m2),Potatoes (m2),"Rye, total (m2)",Soybeans (m2),Sugar beets (m2),Sunflower seed (m2),Triticale (m2),"Wheat, total (m2)",year,CD,Total wheat (Grain kg),Total wheat (Straw/Stover kg),Total wheat (Grain kg P),Total wheat (Straw/Stover kg P),Total wheat (Total kg P),Oats (Grain kg),Oats (Straw/Stover kg),Oats (Grain kg P),Oats (Straw/Stover kg P),Oats (Total kg P),Barley (Grain kg),Barley (Straw/Stover kg),Barley (Grain kg P),Barley (Straw/Stover kg P),Barley (Total kg P),Corn for grain (Grain kg),Corn for ethanol (Ethanol kg),Corn for grain (Straw/Stover kg),Corn for grain (Grain kg P),Corn for ethanol (Ethanol kg P),Corn for grain (Straw/Stover kg P),Corn for grain (Total kg P),Corn for ethanol (Total kg P),Corn for silage (Silage kg),Corn for silage (Silage kg P),Corn for silage (Total kg P),Total rye (Grain kg),Total rye (Straw/Stover kg),Total rye (Grain kg P),Total rye (Straw/Stover kg P),Total rye (Total kg P),Canola (rapeseed) (Grain kg),Canola (rapeseed) (Straw/Stover kg),Canola (rapeseed) (Grain kg P),Canola (rapeseed) (Straw/Stover kg P),Canola (rapeseed) (Total kg P),Soybeans (Grain kg),Soybeans (Straw/Stover kg),Soybeans (Grain kg P),Soybeans (Straw/Stover kg P),Soybeans (Total kg P),Dry white beans (Vegetable kg),Dry white beans (Vegetable kg P),Dry white beans (Total kg P),Other dry beans (Vegetable kg),Other dry beans (Vegetable kg P),Other dry beans (Total kg P),Faba beans (Vegetable kg),Faba beans (Vegetable kg P),Faba beans (Total kg P),Alfalfa and alfalfa mixtures (Forage kg),Alfalfa and alfalfa mixtures (Forage kg P),Alfalfa and alfalfa mixtures (Total kg P),All other tame hay and fodder crops (Forage kg),All other tame hay and fodder crops (Forage kg P),All other tame hay and fodder crops (Total kg P),Forage seed for seed  (Forage kg),Forage seed for seed  (Forage kg P),Forage seed for seed  (Total kg P),Potatoes  (Vegetable kg),Potatoes  (Vegetable kg P),Potatoes  (Total kg P),Dry field peas  (Vegetable kg),Dry field peas  (Vegetable kg P),Dry field peas  (Total kg P),Sunflowers (Grain kg),Sunflowers (Straw/Stover kg),Sunflowers (Grain kg P),Sunflowers (Straw/Stover kg P),Sunflowers (Total kg P),Buckwheat (Grain kg),Buckwheat (Straw/Stover kg),Buckwheat (Grain kg P),Buckwheat (Straw/Stover kg P),Buckwheat (Total kg P),Sugar beets  (Beet kg),Sugar beets  (Beet kg P),Sugar beets  (Total kg P),Triticale (Grain kg),Triticale (Straw/Stover kg),Triticale (Grain kg P),Triticale (Straw/Stover kg P),Triticale (Total kg P),Lentils (Grain kg),Lentils (Straw/Stover kg),Lentils (Grain kg P),Lentils (Straw/Stover kg P),Lentils  (Total kg P),Chickpeas (Grain kg),Chickpeas (Straw/Stover kg),Chickpeas (Grain kg P),Chickpeas (Straw/Stover kg P),Chickpeas  (Total kg P),Hemp (Grain kg),Hemp (Straw/Stover kg),Hemp (Grain kg P),Hemp (Straw/Stover kg P),Hemp  (Total kg P),Flaxseed  (Grain kg),Flaxseed (Straw/Stover kg),Flaxseed  (Grain kg P),Flaxseed (Straw/Stover kg P),Flaxseed  (Total kg P),Forage seed for seed (Forage kg),Forage seed for seed (Forage kg P),Forage seed for seed (Total kg P),Potatoes (Vegetable kg),Potatoes (Vegetable kg P),Potatoes (Total kg P),Dry field peas (Vegetable kg),Dry field peas (Vegetable kg P),Dry field peas (Total kg P),Sugar beets (Beet kg),Sugar beets (Beet kg P),Sugar beets (Total kg P),Lentils (Total kg P),Chickpeas (Total kg P),Hemp (Total kg P),Flaxseed (Grain kg),Flaxseed (Grain kg P),Flaxseed (Total kg P)
2021A00032442,20000000.0,120270000.0,0.0,0.0,0.0,0.0,0.0,12760000.0,18020000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4160000.0,0.0,0.0,0.0,2190000.0,18460000.0,0.0,0.0,0.0,7830000.0,2021,2442,2838239.1321271304,3545604.8527500336,17597.082619188208,2481.9233969250236,20079.00601611323,1193659.618370786,1865093.1537043536,4058.442702460673,2984.1490459269658,7042.591748387638,0.0,0.0,0.0,0.0,0.0,11795228.262789419,426720,16361529.69087144,33026.63913581037,1194.816,32723.05938174288,65749.69851755325,1194.816,28276784.904839803,70691.9622620995,70691.9622620995,757409.8463223338,1354972.2425781963,1969.2656004380678,1625.9666910938356,3595.2322915319037,0.0,0.0,0.0,0.0,0.0,5487220.626520314,10469583.84999728,35118.212009730014,23033.084469994017,58151.29647972403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17933588.016388014,39453.89363605363,39453.89363605363,107843631.53654933,237255.98938040851,237255.98938040851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032443,0.0,16240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3420000.0,2021,2443,1239690.6554118502,1548654.993155187,7686.082063553471,1084.058495208631,8770.140558762101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14562073.469307069,32036.56163247555,32036.56163247555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032444,69780000.0,157260000.0,3950000.0,370000.0,0.0,0.0,0.0,38860000.0,42540000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3990000.0,6940000.0,0.0,0.0,0.0,5000000.0,39680000.0,200000.0,0.0,0.0,27350000.0,2021,2444,9913900.416816989,12384711.714267358,61466.182584265334,8669.298199987152,70135.48078425249,1991345.613339725,3111477.5208433205,6770.575085355065,4978.364033349313,11748.939118704378,1419586.9602012422,1186531.017134272,4826.595664684224,1305.1841188476992,6131.779783531923,36794667.89122232,426720,49828294.96765393,103025.0700954225,1194.816,99656.58993530786,202681.66003073036,1194.816,66753297.994000286,166883.24498500073,166883.24498500073,1729246.2244802143,3093543.932826932,4496.040183648557,3712.2527193923183,8208.292903040876,0.0,0.0,0.0,0.0,0.0,11794849.104026332,22504500.930004988,75487.03426576853,49509.90204601097,124996.93631177949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62570288.58917779,137654.63489619113,137654.63489619113,141011802.57285896,310225.9656602897,310225.9656602897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47576.015648675755,33177.13783031783,147.48564851089483,16.588568915158916,164.07421742605374,1246384367.138967,373915.3101416901,373915.3101416901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1246384367.138967,373915.3101416901,373915.3101416901,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032445,8370000.0,49910000.0,0.0,370000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3520000.0,0.0,0.0,0.0,2690000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2445,0.0,0.0,0.0,0.0,0.0,771861.62822534,1206033.7941020941,2624.3295359661565,1929.6540705633506,4553.983606529508,0.0,0.0,0.0,0.0,0.0,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7505206.584858385,16511.454486688446,16511.454486688446,44753268.89489629,98457.19156877184,98457.19156877184,3156311.4908842905,6943.885279945439,6943.885279945439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47576.015648675755,33177.13783031783,147.48564851089483,16.588568915158916,164.07421742605374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3156311.4908842905,6943.885279945439,6943.885279945439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032446,27600000.0,79360000.0,0.0,420000.0,0.0,0.0,0.0,127900000.0,16420000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1310000.0,0.0,0.0,0.0,0.0,3230000.0,74930000.0,0.0,700000.0,0.0,14080000.0,2021,2446,5103755.680759897,6375749.211586268,31643.285220711365,4463.024448110388,36106.309668821756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122080112.50868078,426720,163999972.37166592,341824.3150243062,1194.816,327999.9447433319,669824.259767638,1194.816,25766082.582545478,64415.206456363696,64415.206456363696,1117093.0610142185,1998429.3806061982,2904.441958636968,2398.1152567274376,5302.557215364406,0.0,0.0,0.0,0.0,0.0,22272884.157376338,42496528.59589904,142546.45860720857,93492.36291097788,236038.82151818645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24748351.46261546,54446.37321775401,54446.37321775401,71160477.24902764,156553.0499478608,156553.0499478608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86305.39232886731,627675.5805735806,1475.822208823631,1129.816045032445,2605.6382538560756,54005.206952550856,37660.53483441484,167.41614155290765,18.83026741720742,186.24640897011506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032447,14110000.0,53370000.0,0.0,0.0,0.0,0.0,0.0,44470000.0,8300000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21960000.0,0.0,0.0,0.0,4090000.0,2021,2447,1482554.0294252827,1852046.4684224313,9191.834982436754,1296.4325278957022,10488.267510332456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42168110.66193146,426720,57021726.12484741,118070.70985340812,1194.816,114043.45224969483,232114.16210310295,1194.816,13024268.296901794,32560.670742254486,32560.670742254486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6527592.901321025,12454607.873561228,41776.59456845456,27400.1373218347,69176.73189028926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12652146.345561745,27834.72196023584,27834.72196023584,47855779.62173142,105282.71516780913,105282.71516780913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032448,21130000.0,50430000.0,3270000.0,0.0,0.0,2110000.0,0.0,79760000.0,15650000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,990000.0,0.0,0.0,0.0,0.0,2940000.0,54140000.0,0.0,0.0,0.0,12500000.0,2021,2448,4531033.097265534,5660288.717672467,28092.40520304631,3962.202102370727,32054.607305417037,0.0,0.0,0.0,0.0,0.0,1175202.3695843196,982267.4496276126,3995.688056586687,1080.4941945903738,5076.182251177061,75970034.97179343,426720,102272383.08337821,212716.09792102163,1194.816,204544.76616675645,417260.8640877781,1194.816,24557807.089941338,61394.517724853344,61394.517724853344,1016796.779994366,1819003.8325022361,2643.6716279853517,2182.804599002683,4826.476226988035,489553.327369862,1679144.26295943,3867.4712862219103,7220.320330725549,11087.79161694746,16093072.845060121,30705485.895929184,102995.66620838478,67552.06897104421,170547.735179429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18946835.739313938,41683.03862649066,41683.03862649066,45219542.183322385,99482.99280330924,99482.99280330924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032449,31470000.0,88210000.0,5540000.0,0.0,0.0,0.0,0.0,194430000.0,20380000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18340000.0,2110000.0,0.0,4550000.0,3910000.0,160060000.0,0.0,0.0,0.0,30330000.0,2021,2449,10994098.707205093,13734124.544560475,68163.41198467158,9613.887181192335,77777.29916586391,5262432.067528899,8222550.105513905,17892.269029598257,13156.08016882225,31048.349198420507,1991015.6353202234,1664147.2999807259,6769.453160088759,1830.5620299787986,8600.015190067557,185804737.7377858,426720,249308167.538882,520253.26566580025,1194.816,498616.335077764,1018869.6007435643,1194.816,31980070.830223925,79950.17707555981,79950.17707555981,1352270.5475435276,2419151.355470661,3515.903423613172,2902.9816265647933,6418.885050177965,0.0,0.0,0.0,0.0,0.0,47577710.372743316,90777984.34618443,304497.34638555726,199711.56556160576,504208.91194716305,0.0,0.0,0.0,236499.19196611695,1064.2463638475265,1064.2463638475265,0.0,0.0,0.0,28218500.743786544,62080.70163633039,62080.70163633039,79096089.94627935,174011.39788181457,174011.39788181457,0.0,0.0,0.0,39483147801.50536,23689888.680903215,23689888.680903215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39483147801.50536,23689888.680903215,23689888.680903215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032450,49370000.0,44320000.0,10160000.0,470000.0,0.0,0.0,0.0,184200000.0,27490000.0,2850000.0,0.0,0.0,0.0,6000000.0,0.0,0.0,1760000.0,16210000.0,2720000.0,590000.0,5730000.0,7580000.0,173520000.0,0.0,0.0,510000.0,25940000.0,2021,2450,9402799.883445436,11746231.146913905,58297.359277361706,8222.361802839734,66519.72108020145,4651255.387930395,7267586.543641243,15814.268318963344,11628.13846982599,27442.406788789332,3651393.2950999043,3051938.0086289123,12414.737203339675,3357.1318094918033,15771.869012831477,176006106.80296326,426720,236190734.25223505,492817.09904829715,1194.816,472381.46850447013,965198.5675527672,1194.816,43137004.274919316,107842.51068729829,107842.51068729829,2621537.276312005,4689812.602165629,6815.996918411213,5627.775122598754,12443.772041009968,0.0,0.0,0.0,0.0,0.0,51578684.89240547,98411819.59109037,330103.583311395,216506.0031003988,546609.5864117938,0.0,0.0,0.0,304870.9962785963,1371.9194832536834,1371.9194832536834,0.0,0.0,0.0,44269062.018453814,97391.9364405984,97391.9364405984,39740831.044315845,87429.82829749485,87429.82829749485,5380076.404916405,11836.16809081609,11836.16809081609,49722733385.19247,29833640.03111548,29833640.03111548,2938866736.185586,11755466.944742344,11755466.944742344,0.0,0.0,0.0,0.0,0.0,60434.398256425964,42143.93183851184,187.34663459492046,21.071965919255923,208.41860051417638,0.0,0.0,0.0,184866.1503684338,230939.77968103666,1146.1701322842896,161.65784577672568,1307.8279780610153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5380076.404916405,11836.16809081609,11836.16809081609,49722733385.19247,29833640.03111548,29833640.03111548,2938866736.185586,11755466.944742344,11755466.944742344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032451,43600000.0,42820000.0,6820000.0,0.0,0.0,0.0,0.0,99480000.0,13530000.0,790000.0,0.0,0.0,0.0,0.0,0.0,0.0,1850000.0,7300000.0,2340000.0,0.0,0.0,0.0,124550000.0,0.0,0.0,0.0,26840000.0,2021,2451,9729034.266448556,12153771.934586322,60320.01245198105,8507.640354210425,68827.65280619147,2094643.0803141198,3272879.812990813,7121.7864730680085,5236.607700785301,12358.39417385331,2451033.6882461957,2048643.427052085,8333.514540037066,2253.5077697572938,10587.02230979436,94858500.46883161,426720,127558383.51472498,265603.80131272855,1194.816,255116.76702944998,520720.56834217854,1194.816,21231126.51290136,53077.81628225339,53077.81628225339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37022390.52183668,70638497.75282563,236943.29933975477,155404.6950562164,392347.9943959712,0.0,0.0,0.0,262278.7247396747,1180.2542613285361,1180.2542613285361,0.0,0.0,0.0,39095221.87572587,86009.48812659692,86009.48812659692,38395811.94308674,84470.78627479084,84470.78627479084,0.0,0.0,0.0,0.0,0.0,0.0,814633235.6444255,3258532.9425777025,3258532.9425777025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,814633235.6444255,3258532.9425777025,3258532.9425777025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032452,31670000.0,39530000.0,5650000.0,1150000.0,0.0,0.0,0.0,94530000.0,7850000.0,0.0,370000.0,180000.0,0.0,0.0,0.0,0.0,1310000.0,9380000.0,0.0,2570000.0,10530000.0,2920000.0,128870000.0,0.0,0.0,0.0,29680000.0,2021,2452,10758484.986147285,13439789.531241506,66702.60691411316,9407.852671869055,76110.45958598221,2691472.889499513,4205426.38984299,9151.007824298345,6728.682223748783,15879.690048047129,2030548.436743549,1697189.9359009208,6903.864684928068,1866.9089294910127,8770.77361441908,90117227.43585296,426720,121211238.37602486,252328.23682038832,1194.816,242422.47675204973,494750.71357243805,1194.816,12318133.268756516,30795.333171891292,30795.333171891292,1009879.7950964451,1806629.6567709283,2625.6874672507574,2167.955588125114,4793.643055375871,0.0,0.0,0.0,0.0,0.0,38306507.15816213,73088584.54762457,245161.64581223764,160794.88600477407,405956.5318170117,41471.42228789729,186.6214002955378,186.6214002955378,0.0,0.0,0.0,20175.28651843652,90.78878933296433,90.78878933296433,28397836.62395042,62475.24057269093,62475.24057269093,35445736.71439091,77980.62077166,77980.62077166,0.0,0.0,0.0,91375284912.05527,54825170.94723316,54825170.94723316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147871.39998912736,103118.1310942311,458.4013399662948,51.55906554711555,509.96040551341036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91375284912.05527,54825170.94723316,54825170.94723316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032453,13310000.0,10410000.0,2040000.0,0.0,0.0,0.0,110000.0,119220000.0,9730000.0,530000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2480000.0,2310000.0,0.0,0.0,1840000.0,88870000.0,0.0,0.0,0.0,21340000.0,2021,2453,7735379.70365172,9663244.898810437,47959.354162640666,6764.271429167306,54723.62559180797,711604.7724902764,1111882.4570160569,2419.45622646694,1779.011931225691,4198.4681576926305,733153.7718507681,612790.7025199785,2492.722824292612,674.0697727719764,3166.7925970645883,113766122.6245889,426720,152870028.9769352,318545.143348849,1194.816,305740.05795387045,624285.2013027194,1194.816,15268208.497452345,38170.521243630865,38170.521243630865,636362.6106087188,1138424.167280311,1654.542787582669,1366.1090007363732,3020.651788319042,0.0,0.0,0.0,0.0,0.0,26416538.30329688,50402595.706893735,169065.84514110003,110885.71055516621,279951.55569626624,0.0,0.0,0.0,258916.176986602,1165.122796439709,1165.122796439709,0.0,0.0,0.0,11934802.824906224,26256.566214793693,26256.566214793693,9334432.562529963,20535.751637565918,20535.751637565918,0.0,0.0,0.0,0.0,0.0,0.0,546526094.7994248,2186104.379197699,2186104.379197699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22000.0,17215.0,88.0,18.936500000000002,106.9365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546526094.7994248,2186104.379197699,2186104.379197699,0.0,0.0,0.0,0.0,106.9365,0.0,0.0,0.0,0.0
2021A00032454,40230000.0,40540000.0,7810000.0,960000.0,0.0,0.0,0.0,499480000.0,24880000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3160000.0,0.0,0.0,6120000.0,3080000.0,335210000.0,0.0,0.0,0.0,58720000.0,2021,2454,21284981.077714574,26589772.280138183,131966.88268183035,18612.84059609673,150579.72327792709,906722.210108578,1416753.4532946532,3082.855514369165,2266.8055252714453,5349.66103964061,2806828.901056127,2346027.150333839,9543.218263590832,2580.629865367223,12123.848128958056,477991674.85094506,426720,640459000.7834221,1338376.6895826464,1194.816,1280918.0015668443,2619294.691149491,1194.816,39041421.11167671,97603.55277919177,97603.55277919177,1065215.674279812,1905623.0626213902,2769.560753127511,2286.747675145668,5056.308428273179,0.0,0.0,0.0,0.0,0.0,99640911.49598454,190114257.9825346,637701.8335743011,418251.3675615761,1055953.201135877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36073412.29496449,79361.50704892188,79361.50704892188,36351382.909218505,79973.04240028071,79973.04240028071,0.0,0.0,0.0,53107003196.75007,31864201.91805004,31864201.91805004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123440.47303440196,86081.22247866247,382.6654664066461,43.04061123933124,425.7060776459773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53107003196.75007,31864201.91805004,31864201.91805004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032455,18130000.0,22880000.0,4310000.0,0.0,0.0,0.0,0.0,124720000.0,12040000.0,0.0,240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2230000.0,2130000.0,99390000.0,0.0,0.0,0.0,16680000.0,2021,2455,6046210.564991129,7553089.264862141,37486.505502945,5287.162485403499,42773.6679883485,0.0,0.0,0.0,0.0,0.0,1548967.037586672,1294670.5528730918,5266.487927794685,1424.137608160401,6690.625535955086,119034203.77234298,426720,159922412.4643798,333295.77056256036,1194.816,319844.8249287596,653140.5954913199,1194.816,18893034.975264773,47232.58743816193,47232.58743816193,736658.8916285713,1317849.715384273,1915.3131182342854,1581.4196584611275,3496.732776695413,0.0,0.0,0.0,0.0,0.0,29543600.11212644,56369010.772005945,189079.04071760923,124011.82369841308,313090.8644160223,26900.382024582024,121.0517191106191,121.0517191106191,0.0,0.0,0.0,0.0,0.0,0.0,16256797.536855737,35764.954581082624,35764.954581082624,20516024.69074789,45135.25431964536,45135.25431964536,0.0,0.0,0.0,19351081230.188343,11610648.738113005,11610648.738113005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19351081230.188343,11610648.738113005,11610648.738113005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032456,36930000.0,31590000.0,2460000.0,0.0,0.0,0.0,520000.0,307340000.0,19020000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810000.0,0.0,1660000.0,0.0,0.0,8530000.0,197980000.0,0.0,0.0,200000.0,26630000.0,2021,2456,9652912.910414495,12058679.084129425,59848.060044569866,8441.075358890597,68289.13540346046,0.0,0.0,0.0,0.0,0.0,884097.1954671028,738953.4942152682,3005.93046458815,812.8488436367951,3818.779308224945,293953654.5364969,426720,394087189.27840346,823070.2327021913,1194.816,788174.378556807,1611244.6112589983,1194.816,29845973.85627375,74614.93464068438,74614.93464068438,2950094.0589632457,5277585.949402746,7670.244553304439,6333.103139283295,14003.347692587733,0.0,0.0,0.0,0.0,0.0,58849400.84715557,112284301.76719727,376636.1654217957,247025.463887834,623661.6293096297,0.0,0.0,0.0,186060.97567002565,837.2743905151156,837.2743905151156,0.0,0.0,0.0,33114370.272260472,72851.61459897304,72851.61459897304,28326102.27188487,62317.424998146715,62317.424998146715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72496.52955624854,90564.61948275947,449.478483248741,63.39523363793164,512.8737168866726,0.0,0.0,0.0,0.0,0.0,104000.0,81380.0,416.0,89.51799999999999,505.518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,505.518,0.0,0.0,0.0,0.0
