"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Field crops and hay, Census of Agriculture, 2021","32100309",,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210030901",1;2,"CURRENT - a cube available to the public and that is current","Every 5 years","2021-01-01","2021-01-01","3",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",3;4;5,""
"2","Field crops and hay",,""
"3","Unit of measure",,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"1","Lac-Despinassy, Quebec [CCS241088902]","[2488902]","691","686","",,
"1","Lac-Chicobi, Quebec [CCS241088904]","[2488904]","692","686","",,
"1","Val-d'Or, Quebec [CCS241089008]","[2489008]","694","693","",,
"1","Malartic, Quebec [CCS241089015]","[2489015]","695","693","",,
"1","Eeyou Istchee Baie-James, Quebec [CCS241099060]","[2499060]","697","696","",,
"1","Communauté maritime des Îles-de-la-Madeleine, Quebec [CD241101000]","[2401]","699","698","",,
"1","Le Rocher-Percé, Quebec [CD241102000]","[2402]","701","698","",,
"1","La Côte-de-Gaspé, Quebec [CD241103000]","[2403]","704","698","",,
"1","La Haute-Gaspésie, Quebec [CD241104000]","[2404]","707","698","",,
"1","Bonaventure, Quebec [CD241105000]","[2405]","709","698","",,
"1","Avignon, Quebec [CD241106000]","[2406]","715","698","",,
"1","Les Îles-de-la-Madeleine, Quebec [CCS241101023]","[2401023]","700","699","",,
"1","Percé, Quebec [CCS241102005]","[2402005]","702","701","",,
"1","Mont-Alexandre, Quebec [CCS241102902]","[2402902]","703","701","",,
"1","Gaspé, Quebec [CCS241103005]","[2403005]","705","704","",,
"1","Collines-du-Basque, Quebec [CCS241103904]","[2403904]","706","704","",,
"1","Cap-Chat, Quebec [CCS241104047]","[2404047]","708","707","",,
"1","Shigawake, Quebec [CCS241105010]","[2405010]","710","709","",,
"1","Bonaventure, Quebec [CCS241105045]","[2405045]","711","709","",,
"1","Caplan, Quebec [CCS241105060]","[2405060]","712","709","",,
"1","New Richmond, Quebec [CCS241105070]","[2405070]","713","709","",,
"1","Rivière-Bonaventure, Quebec [CCS241105902]","[2405902]","714","709","",,
"1","Carleton-sur-Mer, Quebec [CCS241106013]","[2406013]","716","715","",,
"1","Saint-François-d'Assise, Quebec [CCS241106055]","[2406055]","717","715","",,
"1","Rivière-Nouvelle, Quebec [CCS241106902]","[2406902]","718","715","",,
"1","Ruisseau-Ferguson, Quebec [CCS241106904]","[2406904]","719","715","",,
"1","L'Islet, Quebec [CD241217000]","[2417]","721","720","",,
"1","Montmagny, Quebec [CD241218000]","[2418]","735","720","",,
"1","Bellechasse, Quebec [CD241219000]","[2419]","743","720","",,
"1","Lévis, Quebec [CD241225000]","[2425]","762","720","",,
"1","La Nouvelle-Beauce, Quebec [CD241226000]","[2426]","764","720","",,
"1","Robert-Cliche, Quebec [CD241227000]","[2427]","774","720","",,
"1","Les Etchemins, Quebec [CD241228000]","[2428]","784","720","",,
"1","Beauce-Sartigan, Quebec [CD241229000]","[2429]","793","720","",,
"1","Les Appalaches, Quebec [CD241231000]","[2431]","807","720","",,
"1","Lotbinière, Quebec [CD241233000]","[2433]","822","720","",,
"1","Saint-Omer, Quebec [CCS241217005]","[2417005]","722","721","",,
"1","Saint-Pamphile, Quebec [CCS241217010]","[2417010]","723","721","",,
"1","Saint-Adalbert, Quebec [CCS241217015]","[2417015]","724","721","",,
"1","Saint-Marcel, Quebec [CCS241217020]","[2417020]","725","721","",,
"1","Sainte-Félicité, Quebec [CCS241217025]","[2417025]","726","721","",,
"1","Sainte-Perpétue, Quebec [CCS241217030]","[2417030]","727","721","",,
"1","Saint-Damase-de-L'Islet, Quebec [CCS241217040]","[2417040]","728","721","",,
"1","Saint-Cyrille-de-Lessard, Quebec [CCS241217045]","[2417045]","729","721","",,
"1","Saint-Aubert, Quebec [CCS241217055]","[2417055]","730","721","",,
"1","Sainte-Louise, Quebec [CCS241217060]","[2417060]","731","721","",,
"1","Saint-Roch-des-Aulnaies, Quebec [CCS241217065]","[2417065]","732","721","",,
"1","Saint-Jean-Port-Joli, Quebec [CCS241217070]","[2417070]","733","721","",,
"1","L'Islet, Quebec [CCS241217078]","[2417078]","734","721","",,
"1","Saint-Fabien-de-Panet, Quebec [CCS241218015]","[2418015]","736","735","",,
"1","Sainte-Apolline-de-Patton, Quebec [CCS241218025]","[2418025]","737","735","",,
"1","Saint-Paul-de-Montminy, Quebec [CCS241218030]","[2418030]","738","735","",,
"1","Cap-Saint-Ignace, Quebec [CCS241218045]","[2418045]","739","735","",,
"1","Montmagny, Quebec [CCS241218050]","[2418050]","740","735","",,
"1","Saint-Pierre-de-la-Rivière-du-Sud, Quebec [CCS241218055]","[2418055]","741","735","",,
"1","Saint-François-de-la-Rivière-du-Sud, Quebec [CCS241218060]","[2418060]","742","735","",,
"1","Saint-Philémon, Quebec [CCS241219005]","[2419005]","744","743","",,
"1","Notre-Dame-Auxiliatrice-de-Buckland, Quebec [CCS241219010]","[2419010]","745","743","",,
"1","Saint-Nazaire-de-Dorchester, Quebec [CCS241219015]","[2419015]","746","743","",,
"1","Saint-Léon-de-Standon, Quebec [CCS241219020]","[2419020]","747","743","",,
"1","Saint-Malachie, Quebec [CCS241219025]","[2419025]","748","743","",,
"1","Saint-Damien-de-Buckland, Quebec [CCS241219030]","[2419030]","749","743","",,
"1","Armagh, Quebec [CCS241219037]","[2419037]","750","743","",,
"1","Saint-Nérée-de-Bellechasse, Quebec [CCS241219045]","[2419045]","751","743","",,
"1","Saint-Lazare-de-Bellechasse, Quebec [CCS241219050]","[2419050]","752","743","",,
"1","Sainte-Claire, Quebec [CCS241219055]","[2419055]","753","743","",,
"1","Saint-Anselme, Quebec [CCS241219062]","[2419062]","754","743","",,
"1","Saint-Henri, Quebec [CCS241219068]","[2419068]","755","743","",,
"1","Honfleur, Quebec [CCS241219070]","[2419070]","756","743","",,
"1","Saint-Gervais, Quebec [CCS241219075]","[2419075]","757","743","",,
"1","Saint-Raphaël, Quebec [CCS241219082]","[2419082]","758","743","",,
"1","Saint-Charles-de-Bellechasse, Quebec [CCS241219097]","[2419097]","759","743","",,
"1","Beaumont, Quebec [CCS241219105]","[2419105]","760","743","",,
"1","Saint-Vallier, Quebec [CCS241219117]","[2419117]","761","743","",,
"1","Lévis, Quebec [CCS241225213]","[2425213]","763","762","",,
"1","Frampton, Quebec [CCS241226005]","[2426005]","765","764","",,
"1","Saints-Anges, Quebec [CCS241226010]","[2426010]","766","764","",,
"1","Saint-Elzéar, Quebec [CCS241226022]","[2426022]","767","764","",,
"1","Sainte-Marie, Quebec [CCS241226030]","[2426030]","768","764","",,
"1","Sainte-Marguerite, Quebec [CCS241226035]","[2426035]","769","764","",,
"1","Sainte-Hénédine, Quebec [CCS241226040]","[2426040]","770","764","",,
"1","Saint-Bernard, Quebec [CCS241226055]","[2426055]","771","764","",,
"1","Saint-Isidore, Quebec [CCS241226063]","[2426063]","772","764","",,
"1","Saint-Lambert-de-Lauzon, Quebec [CCS241226070]","[2426070]","773","764","",,
"1","Saint-Victor, Quebec [CCS241227008]","[2427008]","775","774","",,
"1","Saint-Alfred, Quebec [CCS241227015]","[2427015]","776","774","",,
"1","Beauceville, Quebec [CCS241227028]","[2427028]","777","774","",,
"1","Saint-Odilon-de-Cranbourne, Quebec [CCS241227035]","[2427035]","778","774","",,
"1","Saint-Joseph-de-Beauce, Quebec [CCS241227043]","[2427043]","779","774","",,
"1","Saint-Joseph-des-Érables, Quebec [CCS241227050]","[2427050]","780","774","",,
"1","Saint-Jules, Quebec [CCS241227055]","[2427055]","781","774","",,
"1","Saint-Frédéric, Quebec [CCS241227065]","[2427065]","782","774","",,
"1","Saint-Séverin, Quebec [CCS241227070]","[2427070]","783","774","",,
"1","Saint-Zacharie, Quebec [CCS241228005]","[2428005]","785","784","",,
"1","Saint-Prosper, Quebec [CCS241228020]","[2428020]","786","784","",,
"1","Saint-Benjamin, Quebec [CCS241228025]","[2428025]","787","784","",,
"1","Sainte-Rose-de-Watford, Quebec [CCS241228030]","[2428030]","788","784","",,
"1","Saint-Louis-de-Gonzague, Quebec [CCS241228035]","[2428035]","789","784","",,
"1","Lac-Etchemin, Quebec [CCS241228053]","[2428053]","790","784","",,
"1","Saint-Camille-de-Lellis, Quebec [CCS241228070]","[2428070]","791","784","",,
"1","Saint-Magloire, Quebec [CCS241228075]","[2428075]","792","784","",,
"1","Saint-Théophile, Quebec [CCS241229005]","[2429005]","794","793","",,
"1","Saint-Gédéon-de-Beauce, Quebec [CCS241229013]","[2429013]","795","793","",,
"1","Saint-Hilaire-de-Dorset, Quebec [CCS241229020]","[2429020]","796","793","",,
"1","Saint-Évariste-de-Forsyth, Quebec [CCS241229025]","[2429025]","797","793","",,
"1","La Guadeloupe, Quebec [CCS241229030]","[2429030]","798","793","",,
"1","Saint-Honoré-de-Shenley, Quebec [CCS241229038]","[2429038]","799","793","",,
"1","Saint-Martin, Quebec [CCS241229045]","[2429045]","800","793","",,
"1","Saint-Côme--Linière, Quebec [CCS241229057]","[2429057]","801","793","",,
"1","Saint-Philibert, Quebec [CCS241229065]","[2429065]","802","793","",,
"1","Saint-Georges, Quebec [CCS241229073]","[2429073]","803","793","",,
"1","Saint-Benoît-Labre, Quebec [CCS241229100]","[2429100]","804","793","",,
"1","Saint-Éphrem-de-Beauce, Quebec [CCS241229112]","[2429112]","805","793","",,
"1","Saint-Simon-les-Mines, Quebec [CCS241229125]","[2429125]","806","793","",,
"1","Beaulac-Garthby, Quebec [CCS241231008]","[2431008]","808","807","",,
"1","Disraeli, Quebec [CCS241231020]","[2431020]","809","807","",,
"1","Saint-Fortunat, Quebec [CCS241231030]","[2431030]","810","807","",,
"1","Saint-Julien, Quebec [CCS241231035]","[2431035]","811","807","",,
"1","Irlande, Quebec [CCS241231040]","[2431040]","812","807","",,
"1","Sainte-Praxède, Quebec [CCS241231050]","[2431050]","813","807","",,
"1","Adstock, Quebec [CCS241231056]","[2431056]","814","807","",,
"1","Thetford Mines, Quebec [CCS241231084]","[2431084]","815","807","",,
"1","Saint-Adrien-d'Irlande, Quebec [CCS241231095]","[2431095]","816","807","",,
"1","Saint-Jean-de-Brébeuf, Quebec [CCS241231100]","[2431100]","817","807","",,
"1","Kinnear's Mills, Quebec [CCS241231105]","[2431105]","818","807","",,
"1","Sacré-Coeur-de-Jésus, Quebec [CCS241231130]","[2431130]","819","807","",,
"1","Saint-Pierre-de-Broughton, Quebec [CCS241231135]","[2431135]","820","807","",,
"1","Saint-Jacques-de-Leeds, Quebec [CCS241231140]","[2431140]","821","807","",,
"1","Saint-Sylvestre, Quebec [CCS241233007]","[2433007]","823","822","",,
"1","Sainte-Agathe-de-Lotbinière, Quebec [CCS241233017]","[2433017]","824","822","",,
"1","Saint-Patrice-de-Beaurivage, Quebec [CCS241233025]","[2433025]","825","822","",,
"1","Saint-Narcisse-de-Beaurivage, Quebec [CCS241233030]","[2433030]","826","822","",,
"1","Saint-Gilles, Quebec [CCS241233035]","[2433035]","827","822","",,
"1","Dosquet, Quebec [CCS241233040]","[2433040]","828","822","",,
"1","Saint-Agapit, Quebec [CCS241233045]","[2433045]","829","822","",,
"1","Saint-Flavien, Quebec [CCS241233052]","[2433052]","830","822","",,
"1","Saint-Janvier-de-Joly, Quebec [CCS241233065]","[2433065]","831","822","",,
"1","Saint-Édouard-de-Lotbinière, Quebec [CCS241233080]","[2433080]","832","822","",,
"1","Notre-Dame-du-Sacré-Coeur-d'Issoudun, Quebec [CCS241233085]","[2433085]","833","822","",,
"1","Saint-Apollinaire, Quebec [CCS241233090]","[2433090]","834","822","",,
"1","Saint-Antoine-de-Tilly, Quebec [CCS241233095]","[2433095]","835","822","",,
"1","Sainte-Croix, Quebec [CCS241233102]","[2433102]","836","822","",,
"1","Lotbinière, Quebec [CCS241233115]","[2433115]","837","822","",,
"1","Leclercville, Quebec [CCS241233123]","[2433123]","838","822","",,
"1","Brome-Missisquoi, Quebec [CD241346000]","[2446]","840","839","",,
"1","La Haute-Yamaska, Quebec [CD241347000]","[2447]","855","839","",,
"1","Acton, Quebec [CD241348000]","[2448]","862","839","",,
"1","Pierre-De Saurel, Quebec [CD241353000]","[2453]","870","839","",,
"1","Les Maskoutains, Quebec [CD241354000]","[2454]","879","839","",,
"1","Rouville, Quebec [CD241355000]","[2455]","896","839","",,
"1","Le Haut-Richelieu, Quebec [CD241356000]","[2456]","905","839","",,
"1","La Vallée-du-Richelieu, Quebec [CD241357000]","[2457]","918","839","",,
"1","Longueuil, Quebec [CD241358000]","[2458]","927","839","",,
"1","Marguerite-D'Youville, Quebec [CD241359000]","[2459]","929","839","",,
"1","Roussillon, Quebec [CD241367000]","[2467]","935","839","",,
"1","Les Jardins-de-Napierville, Quebec [CD241368000]","[2468]","941","839","",,
"1","Le Haut-Saint-Laurent, Quebec [CD241369000]","[2469]","951","839","",,
"1","Beauharnois-Salaberry, Quebec [CD241370000]","[2470]","962","839","",,
"1","Vaudreuil-Soulanges, Quebec [CD241371000]","[2471]","969","839","",,
"1","Frelighsburg, Quebec [CCS241346010]","[2446010]","841","840","",,
"1","Saint-Armand, Quebec [CCS241346017]","[2446017]","842","840","",,
"1","Pike River, Quebec [CCS241346025]","[2446025]","843","840","",,
"1","Stanbridge East, Quebec [CCS241346045]","[2446045]","844","840","",,
"1","Dunham, Quebec [CCS241346050]","[2446050]","845","840","",,
"1","Sutton, Quebec [CCS241346058]","[2446058]","846","840","",,
"1","Bolton-Ouest, Quebec [CCS241346065]","[2446065]","847","840","",,
"1","Lac-Brome, Quebec [CCS241346075]","[2446075]","848","840","",,
"1","Bromont, Quebec [CCS241346078]","[2446078]","849","840","",,
"1","Brigham, Quebec [CCS241346090]","[2446090]","850","840","",,
"1","Saint-Ignace-de-Stanbridge, Quebec [CCS241346095]","[2446095]","851","840","",,
"1","Notre-Dame-de-Stanbridge, Quebec [CCS241346100]","[2446100]","852","840","",,
"1","Sainte-Sabine, Quebec [CCS241346105]","[2446105]","853","840","",,
"1","Farnham, Quebec [CCS241346112]","[2446112]","854","840","",,
"1","Saint-Alphonse-de-Granby, Quebec [CCS241347010]","[2447010]","856","855","",,
"1","Granby, Quebec [CCS241347017]","[2447017]","857","855","",,
"1","Shefford, Quebec [CCS241347035]","[2447035]","858","855","",,
"1","Saint-Joachim-de-Shefford, Quebec [CCS241347040]","[2447040]","859","855","",,
"1","Roxton Pond, Quebec [CCS241347047]","[2447047]","860","855","",,
"1","Sainte-Cécile-de-Milton, Quebec [CCS241347055]","[2447055]","861","855","",,
"1","Béthanie, Quebec [CCS241348005]","[2448005]","863","862","",,
"1","Roxton, Quebec [CCS241348015]","[2448015]","864","862","",,
"1","Sainte-Christine, Quebec [CCS241348020]","[2448020]","865","862","",,
"1","Acton Vale, Quebec [CCS241348028]","[2448028]","866","862","",,
"1","Upton, Quebec [CCS241348038]","[2448038]","867","862","",,
"1","Saint-Théodore-d'Acton, Quebec [CCS241348045]","[2448045]","868","862","",,
"1","Saint-Nazaire-d'Acton, Quebec [CCS241348050]","[2448050]","869","862","",,
"1","Saint-David, Quebec [CCS241353005]","[2453005]","871","870","",,
"1","Saint-Aimé, Quebec [CCS241353015]","[2453015]","872","870","",,
"1","Saint-Robert, Quebec [CCS241353020]","[2453020]","873","870","",,
"1","Sainte-Victoire-de-Sorel, Quebec [CCS241353025]","[2453025]","874","870","",,
"1","Saint-Ours, Quebec [CCS241353032]","[2453032]","875","870","",,
"1","Sainte-Anne-de-Sorel, Quebec [CCS241353065]","[2453065]","876","870","",,
"1","Yamaska, Quebec [CCS241353072]","[2453072]","877","870","",,
"1","Saint-Gérard-Majella, Quebec [CCS241353085]","[2453085]","878","870","",,
"1","Saint-Pie, Quebec [CCS241354008]","[2454008]","880","879","",,
"1","Saint-Damase, Quebec [CCS241354017]","[2454017]","881","879","",,
"1","Sainte-Marie-Madeleine, Quebec [CCS241354030]","[2454030]","882","879","",,
"1","La Présentation, Quebec [CCS241354035]","[2454035]","883","879","",,
"1","Saint-Hyacinthe, Quebec [CCS241354048]","[2454048]","884","879","",,
"1","Saint-Dominique, Quebec [CCS241354060]","[2454060]","885","879","",,
"1","Saint-Valérien-de-Milton, Quebec [CCS241354065]","[2454065]","886","879","",,
"1","Saint-Liboire, Quebec [CCS241354072]","[2454072]","887","879","",,
"1","Saint-Simon, Quebec [CCS241354090]","[2454090]","888","879","",,
"1","Sainte-Hélène-de-Bagot, Quebec [CCS241354095]","[2454095]","889","879","",,
"1","Saint-Hugues, Quebec [CCS241354100]","[2454100]","890","879","",,
"1","Saint-Barnabé-Sud, Quebec [CCS241354105]","[2454105]","891","879","",,
"1","Saint-Jude, Quebec [CCS241354110]","[2454110]","892","879","",,
"1","Saint-Bernard-de-Michaudville, Quebec [CCS241354115]","[2454115]","893","879","",,
"1","Saint-Louis, Quebec [CCS241354120]","[2454120]","894","879","",,
"1","Saint-Marcel-de-Richelieu, Quebec [CCS241354125]","[2454125]","895","879","",,
"1","Ange-Gardien, Quebec [CCS241355008]","[2455008]","897","896","",,
"1","Saint-Paul-d'Abbotsford, Quebec [CCS241355015]","[2455015]","898","896","",,
"1","Saint-Césaire, Quebec [CCS241355023]","[2455023]","899","896","",,
"1","Sainte-Angèle-de-Monnoir, Quebec [CCS241355030]","[2455030]","900","896","",,
"1","Rougemont, Quebec [CCS241355037]","[2455037]","901","896","",,
"1","Marieville, Quebec [CCS241355048]","[2455048]","902","896","",,
"1","Richelieu, Quebec [CCS241355057]","[2455057]","903","896","",,
"1","Saint-Mathias-sur-Richelieu, Quebec [CCS241355065]","[2455065]","904","896","",,
"1","Saint-Georges-de-Clarenceville, Quebec [CCS241356010]","[2456010]","906","905","",,
"1","Noyan, Quebec [CCS241356015]","[2456015]","907","905","",,
"1","Lacolle, Quebec [CCS241356023]","[2456023]","908","905","",,
"1","Saint-Valentin, Quebec [CCS241356030]","[2456030]","909","905","",,
"1","Henryville, Quebec [CCS241356042]","[2456042]","910","905","",,
"1","Saint-Sébastien, Quebec [CCS241356050]","[2456050]","911","905","",,
"1","Saint-Alexandre, Quebec [CCS241356055]","[2456055]","912","905","",,
"1","Sainte-Anne-de-Sabrevois, Quebec [CCS241356060]","[2456060]","913","905","",,
"1","Saint-Blaise-sur-Richelieu, Quebec [CCS241356065]","[2456065]","914","905","",,
"1","Saint-Jean-sur-Richelieu, Quebec [CCS241356083]","[2456083]","915","905","",,
"1","Mont-Saint-Grégoire, Quebec [CCS241356097]","[2456097]","916","905","",,
"1","Sainte-Brigide-d'Iberville, Quebec [CCS241356105]","[2456105]","917","905","",,
"1","Carignan, Quebec [CCS241357010]","[2457010]","919","918","",,
"1","Saint-Basile-le-Grand, Quebec [CCS241357020]","[2457020]","920","918","",,
"1","Saint-Jean-Baptiste, Quebec [CCS241357033]","[2457033]","921","918","",,
"1","Saint-Mathieu-de-Beloeil, Quebec [CCS241357045]","[2457045]","922","918","",,
"1","Saint-Marc-sur-Richelieu, Quebec [CCS241357050]","[2457050]","923","918","",,
"1","Saint-Charles-sur-Richelieu, Quebec [CCS241357057]","[2457057]","924","918","",,
"1","Saint-Denis-sur-Richelieu, Quebec [CCS241357068]","[2457068]","925","918","",,
"1","Saint-Antoine-sur-Richelieu, Quebec [CCS241357075]","[2457075]","926","918","",,
"1","Longueuil, Quebec [CCS241358227]","[2458227]","928","927","",,
"1","Sainte-Julie, Quebec [CCS241359010]","[2459010]","930","929","",,
"1","Saint-Amable, Quebec [CCS241359015]","[2459015]","931","929","",,
"1","Varennes, Quebec [CCS241359020]","[2459020]","932","929","",,
"1","Verchères, Quebec [CCS241359025]","[2459025]","933","929","",,
"1","Calixa-Lavallée, Quebec [CCS241359030]","[2459030]","934","929","",,
"1","Saint-Mathieu, Quebec [CCS241367005]","[2467005]","936","935","",,
"1","Saint-Philippe, Quebec [CCS241367010]","[2467010]","937","935","",,
"1","Saint-Constant, Quebec [CCS241367035]","[2467035]","938","935","",,
"1","Saint-Isidore, Quebec [CCS241367040]","[2467040]","939","935","",,
"1","Mercier, Quebec [CCS241367045]","[2467045]","940","935","",,
"1","Saint-Bernard-de-Lacolle, Quebec [CCS241368005]","[2468005]","942","941","",,
"1","Hemmingford, Quebec [CCS241368015]","[2468015]","943","941","",,
"1","Sainte-Clotilde, Quebec [CCS241368020]","[2468020]","944","941","",,
"1","Saint-Patrice-de-Sherrington, Quebec [CCS241368025]","[2468025]","945","941","",,
"1","Saint-Cyprien-de-Napierville, Quebec [CCS241368035]","[2468035]","946","941","",,
"1","Saint-Jacques-le-Mineur, Quebec [CCS241368040]","[2468040]","947","941","",,
"1","Saint-Édouard, Quebec [CCS241368045]","[2468045]","948","941","",,
"1","Saint-Michel, Quebec [CCS241368050]","[2468050]","949","941","",,
"1","Saint-Rémi, Quebec [CCS241368055]","[2468055]","950","941","",,
"1","Havelock, Quebec [CCS241369005]","[2469005]","952","951","",,
"1","Franklin, Quebec [CCS241369010]","[2469010]","953","951","",,
"1","Saint-Chrysostome, Quebec [CCS241369017]","[2469017]","954","951","",,
"1","Très-Saint-Sacrement, Quebec [CCS241369030]","[2469030]","955","951","",,
"1","Ormstown, Quebec [CCS241369037]","[2469037]","956","951","",,
"1","Hinchinbrooke, Quebec [CCS241369045]","[2469045]","957","951","",,
"1","Elgin, Quebec [CCS241369050]","[2469050]","958","951","",,
"1","Godmanchester, Quebec [CCS241369060]","[2469060]","959","951","",,
"1","Saint-Anicet, Quebec [CCS241369070]","[2469070]","960","951","",,
"1","Dundee, Quebec [CCS241369075]","[2469075]","961","951","",,
"1","Sainte-Martine, Quebec [CCS241370012]","[2470012]","963","962","",,
"1","Beauharnois, Quebec [CCS241370022]","[2470022]","964","962","",,
"1","Saint-Étienne-de-Beauharnois, Quebec [CCS241370030]","[2470030]","965","962","",,
"1","Saint-Louis-de-Gonzague, Quebec [CCS241370035]","[2470035]","966","962","",,
"1","Saint-Stanislas-de-Kostka, Quebec [CCS241370040]","[2470040]","967","962","",,
"1","Salaberry-de-Valleyfield, Quebec [CCS241370052]","[2470052]","968","962","",,
"1","Saint-Télesphore, Quebec [CCS241371015]","[2471015]","970","969","",,
"1","Saint-Polycarpe, Quebec [CCS241371020]","[2471020]","971","969","",,
"1","Coteau-du-Lac, Quebec [CCS241371040]","[2471040]","972","969","",,
"1","Saint-Clet, Quebec [CCS241371045]","[2471045]","973","969","",,
"1","Les Cèdres, Quebec [CCS241371050]","[2471050]","974","969","",,
"1","Vaudreuil-Dorion, Quebec [CCS241371083]","[2471083]","975","969","",,
"1","Sainte-Marthe, Quebec [CCS241371110]","[2471110]","976","969","",,
"1","Sainte-Justine-de-Newton, Quebec [CCS241371115]","[2471115]","977","969","",,
"1","Très-Saint-Rédempteur, Quebec [CCS241371125]","[2471125]","978","969","",,
"1","Rigaud, Quebec [CCS241371133]","[2471133]","979","969","",,
"1","L'Érable, Quebec [CD241432000]","[2432]","981","980","",,
"1","Bécancour, Quebec [CD241438000]","[2438]","991","980","",,
"1","Arthabaska, Quebec [CD241439000]","[2439]","1000","980","",,
"1","Drummond, Quebec [CD241449000]","[2449]","1019","980","",,
"1","Nicolet-Yamaska, Quebec [CD241450000]","[2450]","1035","980","",,
"1","Saint-Ferdinand, Quebec [CCS241432013]","[2432013]","982","981","",,
"1","Sainte-Sophie-d'Halifax, Quebec [CCS241432023]","[2432023]","983","981","",,
"1","Princeville, Quebec [CCS241432033]","[2432033]","984","981","",,
"1","Plessisville, Quebec [CCS241432045]","[2432045]","985","981","",,
"1","Saint-Pierre-Baptiste, Quebec [CCS241432050]","[2432050]","986","981","",,
"1","Inverness, Quebec [CCS241432058]","[2432058]","987","981","",,
"1","Lyster, Quebec [CCS241432065]","[2432065]","988","981","",,
"1","Laurierville, Quebec [CCS241432072]","[2432072]","989","981","",,
"1","Villeroy, Quebec [CCS241432085]","[2432085]","990","981","",,
"1","Saint-Sylvère, Quebec [CCS241438005]","[2438005]","992","991","",,
"1","Bécancour, Quebec [CCS241438010]","[2438010]","993","991","",,
"1","Manseau, Quebec [CCS241438028]","[2438028]","994","991","",,
"1","Sainte-Françoise, Quebec [CCS241438035]","[2438035]","995","991","",,
"1","Sainte-Sophie-de-Lévrard, Quebec [CCS241438040]","[2438040]","996","991","",,
"1","Fortierville, Quebec [CCS241438047]","[2438047]","997","991","",,
"1","Parisville, Quebec [CCS241438055]","[2438055]","998","991","",,
"1","Saint-Pierre-les-Becquets, Quebec [CCS241438065]","[2438065]","999","991","",,
"1","Ham-Nord, Quebec [CCS241439010]","[2439010]","1001","1000","",,
"1","Notre-Dame-de-Ham, Quebec [CCS241439015]","[2439015]","1002","1000","",,
"1","Saint-Rémi-de-Tingwick, Quebec [CCS241439020]","[2439020]","1003","1000","",,
"1","Tingwick, Quebec [CCS241439025]","[2439025]","1004","1000","",,
"1","Chesterville, Quebec [CCS241439030]","[2439030]","1005","1000","",,
"1","Sainte-Hélène-de-Chester, Quebec [CCS241439035]","[2439035]","1006","1000","",,
"1","Saint-Norbert-d'Arthabaska, Quebec [CCS241439043]","[2439043]","1007","1000","",,
"1","Victoriaville, Quebec [CCS241439062]","[2439062]","1008","1000","",,
"1","Warwick, Quebec [CCS241439077]","[2439077]","1009","1000","",,
"1","Saint-Albert, Quebec [CCS241439085]","[2439085]","1010","1000","",,
"1","Sainte-Élizabeth-de-Warwick, Quebec [CCS241439090]","[2439090]","1011","1000","",,
"1","Kingsey Falls, Quebec [CCS241439097]","[2439097]","1012","1000","",,
"1","Sainte-Séraphine, Quebec [CCS241439105]","[2439105]","1013","1000","",,
"1","Sainte-Clotilde-de-Horton, Quebec [CCS241439117]","[2439117]","1014","1000","",,
"1","Saint-Valère, Quebec [CCS241439135]","[2439135]","1015","1000","",,
"1","Saint-Rosaire, Quebec [CCS241439145]","[2439145]","1016","1000","",,
"1","Daveluyville, Quebec [CCS241439152]","[2439152]","1017","1000","",,
"1","Saint-Louis-de-Blandford, Quebec [CCS241439170]","[2439170]","1018","1000","",,
"1","Saint-Félix-de-Kingsey, Quebec [CCS241449005]","[2449005]","1020","1019","",,
"1","Durham-Sud, Quebec [CCS241449015]","[2449015]","1021","1019","",,
"1","Lefebvre, Quebec [CCS241449020]","[2449020]","1022","1019","",,
"1","L'Avenir, Quebec [CCS241449025]","[2449025]","1023","1019","",,
"1","Saint-Lucien, Quebec [CCS241449030]","[2449030]","1024","1019","",,
"1","Wickham, Quebec [CCS241449040]","[2449040]","1025","1019","",,
"1","Saint-Germain-de-Grantham, Quebec [CCS241449048]","[2449048]","1026","1019","",,
"1","Drummondville, Quebec [CCS241449058]","[2449058]","1027","1019","",,
"1","Notre-Dame-du-Bon-Conseil, Quebec [CCS241449080]","[2449080]","1028","1019","",,
"1","Sainte-Brigitte-des-Saults, Quebec [CCS241449085]","[2449085]","1029","1019","",,
"1","Saint-Edmond-de-Grantham, Quebec [CCS241449100]","[2449100]","1030","1019","",,
"1","Saint-Eugène, Quebec [CCS241449105]","[2449105]","1031","1019","",,
"1","Saint-Guillaume, Quebec [CCS241449113]","[2449113]","1032","1019","",,
"1","Saint-Bonaventure, Quebec [CCS241449125]","[2449125]","1033","1019","",,
"1","Saint-Pie-de-Guire, Quebec [CCS241449130]","[2449130]","1034","1019","",,
"1","Sainte-Eulalie, Quebec [CCS241450005]","[2450005]","1036","1035","",,
"1","Aston-Jonction, Quebec [CCS241450013]","[2450013]","1037","1035","",,
"1","Saint-Wenceslas, Quebec [CCS241450023]","[2450023]","1038","1035","",,
"1","Saint-Célestin, Quebec [CCS241450035]","[2450035]","1039","1035","",,
