"REF_DATE","GEO","DGUID","Egg production","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Mapleton, Ontario [CCS350223033]","2021S05023523033","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136693","1128.2.1","1","A","","","0"
"2021","Mapleton, Ontario [CCS350223033]","2021S05023523033","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136694","1128.2.2","","F","","","0"
"2021","Minto, Ontario [CCS350223043]","2021S05023523043","Table eggs","Number of farms reporting","Number","223","units","0","v1327136695","1129.1.1","30","C","","","0"
"2021","Minto, Ontario [CCS350223043]","2021S05023523043","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136696","1129.1.2","","F","","","0"
"2021","Minto, Ontario [CCS350223043]","2021S05023523043","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136697","1129.2.1","1","E","","","0"
"2021","Minto, Ontario [CCS350223043]","2021S05023523043","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136698","1129.2.2","","F","","","0"
"2021","Wellington North, Ontario [CCS350223050]","2021S05023523050","Table eggs","Number of farms reporting","Number","223","units","0","v1327136699","1130.1.1","49","B","","","0"
"2021","Wellington North, Ontario [CCS350223050]","2021S05023523050","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136700","1130.1.2","2508092","E","","","0"
"2021","Wellington North, Ontario [CCS350223050]","2021S05023523050","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136701","1130.2.1","1","A","","","0"
"2021","Wellington North, Ontario [CCS350223050]","2021S05023523050","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136702","1130.2.2","","F","","","0"
"2021","Halton, Ontario [CD350224000]","2021A00033524","Table eggs","Number of farms reporting","Number","223","units","0","v1327136703","1131.1.1","36","B","","","0"
"2021","Halton, Ontario [CD350224000]","2021A00033524","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136704","1131.1.2","","F","","","0"
"2021","Halton, Ontario [CD350224000]","2021A00033524","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136705","1131.2.1","4","B","","","0"
"2021","Halton, Ontario [CD350224000]","2021A00033524","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136706","1131.2.2","","F","","","0"
"2021","Oakville, Ontario [CCS350224001]","2021S05023524001","Table eggs","Number of farms reporting","Number","223","units","0","v1327136707","1132.1.1","1","A","","","0"
"2021","Oakville, Ontario [CCS350224001]","2021S05023524001","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136708","1132.1.2","","F","","","0"
"2021","Oakville, Ontario [CCS350224001]","2021S05023524001","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136709","1132.2.1","0","C","","","0"
"2021","Oakville, Ontario [CCS350224001]","2021S05023524001","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136710","1132.2.2","0","A","","","0"
"2021","Burlington, Ontario [CCS350224002]","2021S05023524002","Table eggs","Number of farms reporting","Number","223","units","0","v1327136711","1133.1.1","7","C","","","0"
"2021","Burlington, Ontario [CCS350224002]","2021S05023524002","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136712","1133.1.2","","F","","","0"
"2021","Burlington, Ontario [CCS350224002]","2021S05023524002","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136713","1133.2.1","0","C","","","0"
"2021","Burlington, Ontario [CCS350224002]","2021S05023524002","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136714","1133.2.2","0","A","","","0"
"2021","Milton, Ontario [CCS350224009]","2021S05023524009","Table eggs","Number of farms reporting","Number","223","units","0","v1327136715","1134.1.1","19","B","","","0"
"2021","Milton, Ontario [CCS350224009]","2021S05023524009","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136716","1134.1.2","","F","","","0"
"2021","Milton, Ontario [CCS350224009]","2021S05023524009","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136717","1134.2.1","3","C","","","0"
"2021","Milton, Ontario [CCS350224009]","2021S05023524009","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136718","1134.2.2","","F","","","0"
"2021","Halton Hills, Ontario [CCS350224015]","2021S05023524015","Table eggs","Number of farms reporting","Number","223","units","0","v1327136719","1135.1.1","9","B","","","0"
"2021","Halton Hills, Ontario [CCS350224015]","2021S05023524015","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136720","1135.1.2","","F","","","0"
"2021","Halton Hills, Ontario [CCS350224015]","2021S05023524015","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136721","1135.2.1","1","A","","","0"
"2021","Halton Hills, Ontario [CCS350224015]","2021S05023524015","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136722","1135.2.2","","F","","","0"
"2021","Waterloo, Ontario [CD350230000]","2021A00033530","Table eggs","Number of farms reporting","Number","223","units","0","v1327136723","1136.1.1","204","B","","","0"
"2021","Waterloo, Ontario [CD350230000]","2021A00033530","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136724","1136.1.2","13676830","C","","","0"
"2021","Waterloo, Ontario [CD350230000]","2021A00033530","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136725","1136.2.1","14","B","","","0"
"2021","Waterloo, Ontario [CD350230000]","2021A00033530","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136726","1136.2.2","","F","","","0"
"2021","North Dumfries, Ontario [CCS350230004]","2021S05023530004","Table eggs","Number of farms reporting","Number","223","units","0","v1327136727","1137.1.1","10","B","","","0"
"2021","North Dumfries, Ontario [CCS350230004]","2021S05023530004","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136728","1137.1.2","","F","","","0"
"2021","North Dumfries, Ontario [CCS350230004]","2021S05023530004","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136729","1137.2.1","1","A","","","0"
"2021","North Dumfries, Ontario [CCS350230004]","2021S05023530004","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136730","1137.2.2","","F","","","0"
"2021","Cambridge, Ontario [CCS350230010]","2021S05023530010","Table eggs","Number of farms reporting","Number","223","units","0","v1327136731","1138.1.1","5","B","","","0"
"2021","Cambridge, Ontario [CCS350230010]","2021S05023530010","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136732","1138.1.2","","F","","","0"
"2021","Cambridge, Ontario [CCS350230010]","2021S05023530010","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136733","1138.2.1","0","C","","","0"
"2021","Cambridge, Ontario [CCS350230010]","2021S05023530010","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136734","1138.2.2","0","A","","","0"
"2021","Kitchener, Ontario [CCS350230013]","2021S05023530013","Table eggs","Number of farms reporting","Number","223","units","0","v1327136735","1139.1.1","7","C","","","0"
"2021","Kitchener, Ontario [CCS350230013]","2021S05023530013","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136736","1139.1.2","","F","","","0"
"2021","Kitchener, Ontario [CCS350230013]","2021S05023530013","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136737","1139.2.1","1","E","","","0"
"2021","Kitchener, Ontario [CCS350230013]","2021S05023530013","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136738","1139.2.2","","F","","","0"
"2021","Wilmot, Ontario [CCS350230020]","2021S05023530020","Table eggs","Number of farms reporting","Number","223","units","0","v1327136739","1140.1.1","22","A","","","0"
"2021","Wilmot, Ontario [CCS350230020]","2021S05023530020","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136740","1140.1.2","","F","","","0"
"2021","Wilmot, Ontario [CCS350230020]","2021S05023530020","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136741","1140.2.1","2","A","","","0"
"2021","Wilmot, Ontario [CCS350230020]","2021S05023530020","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136742","1140.2.2","370000","E","","","0"
"2021","Wellesley, Ontario [CCS350230027]","2021S05023530027","Table eggs","Number of farms reporting","Number","223","units","0","v1327136743","1141.1.1","72","B","","","0"
"2021","Wellesley, Ontario [CCS350230027]","2021S05023530027","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136744","1141.1.2","1509671","E","","","0"
"2021","Wellesley, Ontario [CCS350230027]","2021S05023530027","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136745","1141.2.1","6","B","","","0"
"2021","Wellesley, Ontario [CCS350230027]","2021S05023530027","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136746","1141.2.2","","F","","","0"
"2021","Woolwich, Ontario [CCS350230035]","2021S05023530035","Table eggs","Number of farms reporting","Number","223","units","0","v1327136747","1142.1.1","88","B","","","0"
"2021","Woolwich, Ontario [CCS350230035]","2021S05023530035","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136748","1142.1.2","10524554","C","","","0"
"2021","Woolwich, Ontario [CCS350230035]","2021S05023530035","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136749","1142.2.1","4","A","","","0"
"2021","Woolwich, Ontario [CCS350230035]","2021S05023530035","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136750","1142.2.2","","F","","","0"
"2021","Perth, Ontario [CD350231000]","2021A00033531","Table eggs","Number of farms reporting","Number","223","units","0","v1327136751","1143.1.1","148","B","","","0"
"2021","Perth, Ontario [CD350231000]","2021A00033531","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136752","1143.1.2","19453429","C","","","0"
"2021","Perth, Ontario [CD350231000]","2021A00033531","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136753","1143.2.1","25","A","","","0"
"2021","Perth, Ontario [CD350231000]","2021A00033531","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136754","1143.2.2","4857750","C","","","0"
"2021","Perth South, Ontario [CCS350231013]","2021S05023531013","Table eggs","Number of farms reporting","Number","223","units","0","v1327136755","1144.1.1","25","B","","","0"
"2021","Perth South, Ontario [CCS350231013]","2021S05023531013","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136756","1144.1.2","9041237","C","","","0"
"2021","Perth South, Ontario [CCS350231013]","2021S05023531013","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136757","1144.2.1","4","A","","","0"
"2021","Perth South, Ontario [CCS350231013]","2021S05023531013","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136758","1144.2.2","675018","E","","","0"
"2021","West Perth, Ontario [CCS350231025]","2021S05023531025","Table eggs","Number of farms reporting","Number","223","units","0","v1327136759","1145.1.1","12","B","","","0"
"2021","West Perth, Ontario [CCS350231025]","2021S05023531025","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136760","1145.1.2","","F","","","0"
"2021","West Perth, Ontario [CCS350231025]","2021S05023531025","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136761","1145.2.1","4","B","","","0"
"2021","West Perth, Ontario [CCS350231025]","2021S05023531025","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136762","1145.2.2","1671920","E","","","0"
"2021","Perth East, Ontario [CCS350231030]","2021S05023531030","Table eggs","Number of farms reporting","Number","223","units","0","v1327136763","1146.1.1","75","B","","","0"
"2021","Perth East, Ontario [CCS350231030]","2021S05023531030","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136764","1146.1.2","7590743","D","","","0"
"2021","Perth East, Ontario [CCS350231030]","2021S05023531030","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136765","1146.2.1","6","B","","","0"
"2021","Perth East, Ontario [CCS350231030]","2021S05023531030","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136766","1146.2.2","874935","E","","","0"
"2021","North Perth, Ontario [CCS350231040]","2021S05023531040","Table eggs","Number of farms reporting","Number","223","units","0","v1327136767","1147.1.1","36","B","","","0"
"2021","North Perth, Ontario [CCS350231040]","2021S05023531040","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136768","1147.1.2","2796242","E","","","0"
"2021","North Perth, Ontario [CCS350231040]","2021S05023531040","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136769","1147.2.1","11","A","","","0"
"2021","North Perth, Ontario [CCS350231040]","2021S05023531040","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136770","1147.2.2","1635877","C","","","0"
"2021","Huron, Ontario [CD350240000]","2021A00033540","Table eggs","Number of farms reporting","Number","223","units","0","v1327136771","1148.1.1","134","B","","","0"
"2021","Huron, Ontario [CD350240000]","2021A00033540","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136772","1148.1.2","19335821","C","","","0"
"2021","Huron, Ontario [CD350240000]","2021A00033540","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136773","1148.2.1","24","B","","","0"
"2021","Huron, Ontario [CD350240000]","2021A00033540","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136774","1148.2.2","5349645","B","","","0"
"2021","South Huron, Ontario [CCS350240005]","2021S05023540005","Table eggs","Number of farms reporting","Number","223","units","0","v1327136775","1149.1.1","11","A","","","0"
"2021","South Huron, Ontario [CCS350240005]","2021S05023540005","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136776","1149.1.2","","F","","","0"
"2021","South Huron, Ontario [CCS350240005]","2021S05023540005","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136777","1149.2.1","2","A","","","0"
"2021","South Huron, Ontario [CCS350240005]","2021S05023540005","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136778","1149.2.2","322963","E","","","0"
"2021","Bluewater, Ontario [CCS350240010]","2021S05023540010","Table eggs","Number of farms reporting","Number","223","units","0","v1327136779","1150.1.1","17","B","","","0"
"2021","Bluewater, Ontario [CCS350240010]","2021S05023540010","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136780","1150.1.2","3743748","E","","","0"
"2021","Bluewater, Ontario [CCS350240010]","2021S05023540010","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136781","1150.2.1","6","B","","","0"
"2021","Bluewater, Ontario [CCS350240010]","2021S05023540010","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136782","1150.2.2","2430215","C","","","0"
"2021","Central Huron, Ontario [CCS350240025]","2021S05023540025","Table eggs","Number of farms reporting","Number","223","units","0","v1327136783","1151.1.1","30","A","","","0"
"2021","Central Huron, Ontario [CCS350240025]","2021S05023540025","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136784","1151.1.2","8737101","C","","","0"
"2021","Central Huron, Ontario [CCS350240025]","2021S05023540025","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136785","1151.2.1","2","A","","","0"
"2021","Central Huron, Ontario [CCS350240025]","2021S05023540025","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136786","1151.2.2","358000","E","","","0"
"2021","Huron East, Ontario [CCS350240040]","2021S05023540040","Table eggs","Number of farms reporting","Number","223","units","0","v1327136787","1152.1.1","13","C","","","0"
"2021","Huron East, Ontario [CCS350240040]","2021S05023540040","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136788","1152.1.2","3149222","E","","","0"
"2021","Huron East, Ontario [CCS350240040]","2021S05023540040","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136789","1152.2.1","6","B","","","0"
"2021","Huron East, Ontario [CCS350240040]","2021S05023540040","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136790","1152.2.2","787087","E","","","0"
"2021","Howick, Ontario [CCS350240046]","2021S05023540046","Table eggs","Number of farms reporting","Number","223","units","0","v1327136791","1153.1.1","34","B","","","0"
"2021","Howick, Ontario [CCS350240046]","2021S05023540046","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136792","1153.1.2","","F","","","0"
"2021","Howick, Ontario [CCS350240046]","2021S05023540046","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136793","1153.2.1","6","C","","","0"
"2021","Howick, Ontario [CCS350240046]","2021S05023540046","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136794","1153.2.2","1064288","C","","","0"
"2021","Morris-Turnberry, Ontario [CCS350240050]","2021S05023540050","Table eggs","Number of farms reporting","Number","223","units","0","v1327136795","1154.1.1","15","B","","","0"
"2021","Morris-Turnberry, Ontario [CCS350240050]","2021S05023540050","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136796","1154.1.2","1593201","E","","","0"
"2021","Morris-Turnberry, Ontario [CCS350240050]","2021S05023540050","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136797","1154.2.1","1","A","","","0"
"2021","Morris-Turnberry, Ontario [CCS350240050]","2021S05023540050","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136798","1154.2.2","","F","","","0"
"2021","North Huron, Ontario [CCS350240055]","2021S05023540055","Table eggs","Number of farms reporting","Number","223","units","0","v1327136799","1155.1.1","6","B","","","0"
"2021","North Huron, Ontario [CCS350240055]","2021S05023540055","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136800","1155.1.2","","F","","","0"
"2021","North Huron, Ontario [CCS350240055]","2021S05023540055","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136801","1155.2.1","1","E","","","0"
"2021","North Huron, Ontario [CCS350240055]","2021S05023540055","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136802","1155.2.2","387072","D","","","0"
"2021","Ashfield-Colborne-Wawanosh, Ontario [CCS350240063]","2021S05023540063","Table eggs","Number of farms reporting","Number","223","units","0","v1327136803","1156.1.1","8","C","","","0"
"2021","Ashfield-Colborne-Wawanosh, Ontario [CCS350240063]","2021S05023540063","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136804","1156.1.2","","F","","","0"
"2021","Ashfield-Colborne-Wawanosh, Ontario [CCS350240063]","2021S05023540063","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136805","1156.2.1","0","B","","","0"
"2021","Ashfield-Colborne-Wawanosh, Ontario [CCS350240063]","2021S05023540063","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136806","1156.2.2","0","A","","","0"
"2021","Bruce, Ontario [CD350241000]","2021A00033541","Table eggs","Number of farms reporting","Number","223","units","0","v1327136807","1157.1.1","114","B","","","0"
"2021","Bruce, Ontario [CD350241000]","2021A00033541","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136808","1157.1.2","7636537","D","","","0"
"2021","Bruce, Ontario [CD350241000]","2021A00033541","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136809","1157.2.1","6","B","","","0"
"2021","Bruce, Ontario [CD350241000]","2021A00033541","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136810","1157.2.2","","F","","","0"
"2021","South Bruce, Ontario [CCS350241004]","2021S05023541004","Table eggs","Number of farms reporting","Number","223","units","0","v1327136811","1158.1.1","15","B","","","0"
"2021","South Bruce, Ontario [CCS350241004]","2021S05023541004","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136812","1158.1.2","","F","","","0"
"2021","South Bruce, Ontario [CCS350241004]","2021S05023541004","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136813","1158.2.1","0","B","","","0"
"2021","South Bruce, Ontario [CCS350241004]","2021S05023541004","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136814","1158.2.2","0","A","","","0"
"2021","Huron-Kinloss, Ontario [CCS350241015]","2021S05023541015","Table eggs","Number of farms reporting","Number","223","units","0","v1327136815","1159.1.1","26","C","","","0"
"2021","Huron-Kinloss, Ontario [CCS350241015]","2021S05023541015","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136816","1159.1.2","","F","","","0"
"2021","Huron-Kinloss, Ontario [CCS350241015]","2021S05023541015","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136817","1159.2.1","0","B","","","0"
"2021","Huron-Kinloss, Ontario [CCS350241015]","2021S05023541015","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136818","1159.2.2","0","A","","","0"
"2021","Kincardine, Ontario [CCS350241024]","2021S05023541024","Table eggs","Number of farms reporting","Number","223","units","0","v1327136819","1160.1.1","19","B","","","0"
"2021","Kincardine, Ontario [CCS350241024]","2021S05023541024","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136820","1160.1.2","1378594","E","","","0"
"2021","Kincardine, Ontario [CCS350241024]","2021S05023541024","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136821","1160.2.1","1","A","","","0"
"2021","Kincardine, Ontario [CCS350241024]","2021S05023541024","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136822","1160.2.2","","F","","","0"
"2021","Brockton, Ontario [CCS350241032]","2021S05023541032","Table eggs","Number of farms reporting","Number","223","units","0","v1327136823","1161.1.1","12","B","","","0"
"2021","Brockton, Ontario [CCS350241032]","2021S05023541032","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136824","1161.1.2","4204455","C","","","0"
"2021","Brockton, Ontario [CCS350241032]","2021S05023541032","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136825","1161.2.1","0","A","","","0"
"2021","Brockton, Ontario [CCS350241032]","2021S05023541032","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136826","1161.2.2","0","A","","","0"
"2021","Arran-Elderslie, Ontario [CCS350241043]","2021S05023541043","Table eggs","Number of farms reporting","Number","223","units","0","v1327136827","1162.1.1","26","B","","","0"
"2021","Arran-Elderslie, Ontario [CCS350241043]","2021S05023541043","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136828","1162.1.2","","F","","","0"
"2021","Arran-Elderslie, Ontario [CCS350241043]","2021S05023541043","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136829","1162.2.1","2","C","","","0"
"2021","Arran-Elderslie, Ontario [CCS350241043]","2021S05023541043","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136830","1162.2.2","","F","","","0"
"2021","Saugeen Shores, Ontario [CCS350241045]","2021S05023541045","Table eggs","Number of farms reporting","Number","223","units","0","v1327136831","1163.1.1","3","A","","","0"
"2021","Saugeen Shores, Ontario [CCS350241045]","2021S05023541045","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136832","1163.1.2","","F","","","0"
"2021","Saugeen Shores, Ontario [CCS350241045]","2021S05023541045","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136833","1163.2.1","0","A","","","0"
"2021","Saugeen Shores, Ontario [CCS350241045]","2021S05023541045","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136834","1163.2.2","0","A","","","0"
"2021","South Bruce Peninsula, Ontario [CCS350241055]","2021S05023541055","Table eggs","Number of farms reporting","Number","223","units","0","v1327136835","1164.1.1","11","A","","","0"
"2021","South Bruce Peninsula, Ontario [CCS350241055]","2021S05023541055","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136836","1164.1.2","","F","","","0"
"2021","South Bruce Peninsula, Ontario [CCS350241055]","2021S05023541055","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136837","1164.2.1","3","A","","","0"
"2021","South Bruce Peninsula, Ontario [CCS350241055]","2021S05023541055","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136838","1164.2.2","","F","","","0"
"2021","Northern Bruce Peninsula, Ontario [CCS350241069]","2021S05023541069","Table eggs","Number of farms reporting","Number","223","units","0","v1327136839","1165.1.1","2","C","","","0"
"2021","Northern Bruce Peninsula, Ontario [CCS350241069]","2021S05023541069","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136840","1165.1.2","","F","","","0"
"2021","Northern Bruce Peninsula, Ontario [CCS350241069]","2021S05023541069","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136841","1165.2.1","0","B","","","0"
"2021","Northern Bruce Peninsula, Ontario [CCS350241069]","2021S05023541069","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136842","1165.2.2","0","A","","","0"
"2021","Grey, Ontario [CD350242000]","2021A00033542","Table eggs","Number of farms reporting","Number","223","units","0","v1327136843","1166.1.1","193","B","","","0"
"2021","Grey, Ontario [CD350242000]","2021A00033542","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136844","1166.1.2","8384442","D","","","0"
"2021","Grey, Ontario [CD350242000]","2021A00033542","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136845","1166.2.1","18","B","","","0"
"2021","Grey, Ontario [CD350242000]","2021A00033542","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136846","1166.2.2","","F","","","0"
"2021","West Grey, Ontario [CCS350242004]","2021S05023542004","Table eggs","Number of farms reporting","Number","223","units","0","v1327136847","1167.1.1","31","B","","","0"
"2021","West Grey, Ontario [CCS350242004]","2021S05023542004","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136848","1167.1.2","7467162","B","","","0"
"2021","West Grey, Ontario [CCS350242004]","2021S05023542004","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136849","1167.2.1","3","C","","","0"
"2021","West Grey, Ontario [CCS350242004]","2021S05023542004","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136850","1167.2.2","","F","","","0"
"2021","Southgate, Ontario [CCS350242005]","2021S05023542005","Table eggs","Number of farms reporting","Number","223","units","0","v1327136851","1168.1.1","40","B","","","0"
"2021","Southgate, Ontario [CCS350242005]","2021S05023542005","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136852","1168.1.2","","F","","","0"
"2021","Southgate, Ontario [CCS350242005]","2021S05023542005","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136853","1168.2.1","4","C","","","0"
"2021","Southgate, Ontario [CCS350242005]","2021S05023542005","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136854","1168.2.2","","F","","","0"
"2021","Grey Highlands, Ontario [CCS350242015]","2021S05023542015","Table eggs","Number of farms reporting","Number","223","units","0","v1327136855","1169.1.1","48","B","","","0"
"2021","Grey Highlands, Ontario [CCS350242015]","2021S05023542015","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136856","1169.1.2","","F","","","0"
"2021","Grey Highlands, Ontario [CCS350242015]","2021S05023542015","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136857","1169.2.1","5","A","","","0"
"2021","Grey Highlands, Ontario [CCS350242015]","2021S05023542015","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136858","1169.2.2","","F","","","0"
"2021","Chatsworth, Ontario [CCS350242037]","2021S05023542037","Table eggs","Number of farms reporting","Number","223","units","0","v1327136859","1170.1.1","28","A","","","0"
"2021","Chatsworth, Ontario [CCS350242037]","2021S05023542037","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136860","1170.1.2","","F","","","0"
"2021","Chatsworth, Ontario [CCS350242037]","2021S05023542037","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136861","1170.2.1","2","A","","","0"
"2021","Chatsworth, Ontario [CCS350242037]","2021S05023542037","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136862","1170.2.2","","F","","","0"
"2021","The Blue Mountains, Ontario [CCS350242045]","2021S05023542045","Table eggs","Number of farms reporting","Number","223","units","0","v1327136863","1171.1.1","5","B","","","0"
"2021","The Blue Mountains, Ontario [CCS350242045]","2021S05023542045","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327136864","1171.1.2","","F","","","0"
"2021","The Blue Mountains, Ontario [CCS350242045]","2021S05023542045","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327136865","1171.2.1","0","A","","","0"
"2021","The Blue Mountains, Ontario [CCS350242045]","2021S05023542045","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327136866","1171.2.2","0","A","","","0"
